state,date,critical_staffing_shortage_today_yes,inpatient_beds,inpatient_beds_used,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,deaths_covid
OK,2020/06/18,1,"12,735","6,341",,,,0,,"6,311","12,558",0
SD,2021/12/01,1,"2,771","1,814",35,0,64,225,2,"1,814","2,771",6
WV,2022/01/11,1,"5,815","4,825",93,6,201,834,14,"4,825","5,815",12
AR,2022/01/05,1,"9,310","6,748",148,5,253,806,18,"6,748","9,310",9
MT,2020/03/26,1,266,105,,,,,,105,266,0
CO,2021/10/29,1,"11,878","8,738",205,4,374,"1,201",26,"8,738","11,878",15
IL,2020/10/12,1,"30,696","19,702",149,1,302,"1,197",75,"19,285","30,696",10
PR,2020/09/24,1,"9,825","5,633",23,2,55,266,5,"5,633","9,825",5
CA,2020/07/03,1,"69,771","43,682",,,,108,,"43,682","68,306",108
PA,2020/09/09,1,"28,816","23,276",53,0,149,518,51,"21,186","28,816",6
KS,2020/10/11,1,"8,407","5,065",58,1,106,354,2,"4,947","8,382",1
AL,2021/03/18,1,"15,524","11,421",60,1,141,412,13,"11,421","15,524",12
NY,2021/02/27,1,"53,638","39,221",585,13,"1,105","5,545",48,"39,221","53,638",100
HI,2021/05/02,1,"2,642","1,858",10,0,13,53,1,"1,858","2,642",0
AR,2021/02/22,1,"7,622","5,182",59,1,185,536,15,"5,182","7,622",12
ID,2020/12/04,1,"3,715","2,266",58,0,102,457,2,"2,266","3,715",5
MN,2021/04/07,1,"10,259","7,988",89,1,132,563,11,"7,988","10,259",4
CO,2020/08/28,1,"9,536","6,180",13,3,64,153,2,"6,158","9,536",1
SC,2020/07/29,1,"9,989","7,889",176,2,339,"1,260",6,"7,514","9,989",29
CO,2021/01/26,1,"11,048","7,542",124,2,205,661,11,"7,542","11,048",8
IA,2021/10/02,1,"7,787","5,278",99,2,130,624,8,"5,278","7,787",11
CO,2021/07/15,1,"11,678","8,267",44,1,103,263,6,"8,267","11,678",5
PA,2021/12/31,1,"30,791","25,488",782,47,986,"5,214",161,"25,488","30,791",85
VT,2020/05/30,1,"1,268",743,,,,,,743,"1,224",0
UT,2020/06/19,1,"5,609","3,236",,,,,,"3,236","5,487",1
WA,2021/02/04,1,"13,741","9,848",68,0,166,648,2,"9,848","13,741",11
OH,2020/04/16,1,"14,009","6,294",,,,,,"5,026","12,950",11
SC,2020/09/07,1,"10,227","7,583",85,0,189,655,4,"7,583","10,227",12
WA,2021/07/15,1,"13,488","10,293",44,1,90,315,2,"10,293","13,488",9
MO,2020/12/18,1,"18,112","14,256",317,4,663,"2,405",23,"14,256","18,112",45
MO,2021/02/24,1,"17,636","14,103",75,5,242,828,32,"14,103","17,636",8
KS,2021/07/10,1,"8,994","5,201",30,0,63,176,3,"5,201","8,994",2
DC,2020/12/20,1,"3,587","2,837",18,2,75,258,14,"2,837","3,587",6
NY,2020/12/30,1,"54,466","39,174","1,114",19,"1,300","8,133",50,"39,174","54,466",113
IN,2020/08/17,1,"16,916","9,999",63,3,174,539,4,"9,999","16,916",7
MI,2020/10/06,1,"22,303","16,886",101,0,198,629,6,"16,735","22,303",7
PA,2021/06/19,1,"31,613","24,924",30,3,100,403,11,"24,924","31,613",9
ID,2021/11/05,1,"3,353","2,533",50,1,135,437,4,"2,533","3,353",11
VI,2021/04/23,1,168,87,2,0,1,2,0,87,168,0
TN,2021/04/22,1,"20,166","13,857",90,2,255,828,6,"13,857","19,595",9
WI,2021/02/20,1,"13,879","8,114",80,5,100,378,8,"8,114","13,695",6
IN,2022/01/18,1,"14,822","12,203",460,15,699,"3,162",53,"12,203","14,822",42
VT,2021/02/01,1,"1,308",788,3,0,11,63,0,788,"1,308",0
CO,2021/06/01,1,"10,913","7,062",57,2,183,449,4,"7,062","10,913",4
MI,2020/03/20,1,86,68,,,,,,68,86,0
WV,2020/11/08,1,"6,292","4,414",40,0,93,315,1,"4,414","6,292",0
MI,2020/04/12,1,"15,767","7,293",,,,,,"7,293","14,854",424
WI,2020/10/14,1,"12,933","8,674",265,3,261,"1,087",6,"8,674","12,933",63
IL,2021/04/10,1,"31,766","21,888",202,3,375,"1,590",16,"21,888","31,766",16
AZ,2021/04/24,1,"17,112","11,815",63,0,143,397,7,"11,815","17,112",7
NH,2021/08/08,1,"3,139","2,173",11,0,14,43,0,"2,173","3,139",1
NM,2020/11/19,1,"4,353","3,172",131,2,190,710,16,"3,172","4,327",5
GA,2020/04/26,1,"18,500","10,695",,,,,,"10,676","18,138",22
SC,2020/11/10,1,"10,478","8,344",89,2,181,685,5,"8,344","10,478",9
CO,2020/05/12,1,"6,527","5,999",,,,,,"5,999","6,342",1
AL,2021/05/14,1,"15,582","11,738",75,1,128,369,4,"11,738","15,582",0
IA,2021/04/29,1,"8,042","5,225",34,0,45,191,0,"5,225","8,042",2
AZ,2021/11/11,1,"17,380","13,809",273,4,484,"1,909",25,"13,809","17,380",127
MT,2020/02/11,1,36,10,,,,,,10,36,0
MS,2021/09/01,1,"8,834","6,044",148,13,518,"1,560",34,"6,044","8,834",35
VT,2020/09/15,1,796,366,2,0,1,3,0,366,796,0
CO,2022/01/28,1,"11,990","8,363",301,13,356,"1,390",56,"8,363","11,990",6
NY,2021/08/26,1,"50,936","40,214",330,4,461,"2,252",34,"40,214","50,936",24
OH,2020/03/29,1,"1,393",512,,,,,,512,"1,263",1
MO,2021/02/25,1,"17,648","14,207",68,4,232,815,29,"14,207","17,648",13
NM,2021/05/05,1,"4,306","3,127",26,2,44,145,6,"3,127","4,306",0
NV,2021/01/10,1,"8,724","6,896",154,3,402,"1,750",12,"6,896","8,724",34
DC,2022/01/03,1,"3,499","2,545",77,9,80,674,61,"2,545","3,499",4
AR,2021/09/04,1,"9,337","6,791",155,2,438,"1,155",22,"6,791","9,337",26
KY,2020/12/07,1,"12,703","8,807",371,2,432,"1,666",12,"8,807","12,703",43
WA,2021/03/18,1,"14,067","9,910",45,2,87,327,8,"9,910","14,067",3
ME,2021/05/12,1,"3,314","2,390",6,0,55,123,1,"2,390","3,314",1
PR,2020/07/04,1,"8,398","4,633",,,,,,"4,516","8,210",0
NE,2020/09/12,1,"5,533","3,426",18,0,61,165,11,"3,426","5,533",1
IA,2020/11/15,1,"8,316","5,317",252,6,257,"1,383",11,"5,317","8,316",12
OK,2020/09/01,1,"9,503","5,807",71,4,204,501,23,"5,807","9,503",4
MD,2021/02/05,1,"11,895","9,495",192,0,325,"1,366",13,"9,495","11,895",21
HI,2020/09/19,1,"1,710","1,839",26,0,41,184,0,"1,238","1,710",2
AK,2020/10/24,1,"1,500",922,5,0,8,51,1,922,"1,500",0
TN,2021/09/13,1,"19,509","13,752",277,9,"1,080","3,665",66,"13,752","18,948",91
NY,2020/11/19,1,"51,674","38,333",466,5,428,"2,512",21,"38,182","51,674",22
WV,2021/10/06,1,"5,877","4,966",93,2,256,956,8,"4,966","5,877",13
NH,2021/03/11,1,"3,131","2,283",8,0,13,70,0,"2,283","3,131",0
OK,2021/03/17,1,"10,985","7,443",46,0,92,311,28,"7,443","10,985",3
DC,2021/12/21,1,"3,493","2,594",26,2,24,168,21,"2,594","3,493",2
TX,2021/12/23,1,"65,881","48,793",590,25,"1,040","3,471",87,"48,793","65,881",45
IN,2021/11/18,1,"19,482","13,741",241,9,409,"1,392",20,"13,741","19,482",12
LA,2020/07/31,1,"14,618","9,788",250,0,430,48,1,"9,788","14,618",19
IA,2022/01/15,1,"7,489","5,276",146,12,172,931,42,"5,276","7,489",16
WY,2020/05/25,1,"1,008",352,,,,,,352,957,0
VT,2021/04/03,1,"1,301",776,5,0,3,35,0,776,"1,301",0
AK,2021/06/26,1,"1,582",988,0,0,9,10,0,988,"1,582",0
PA,2021/11/27,1,"31,131","25,356",471,15,840,"3,627",40,"25,356","31,131",50
CT,2020/11/27,1,"8,444","5,828",115,2,204,"1,063",9,"5,828","8,444",20
AK,2021/05/11,1,"1,500",917,7,0,9,39,0,917,"1,500",0
WA,2020/05/14,1,"14,007","9,958",,,,,,"9,958","13,822",3
IA,2020/11/28,1,"8,442","4,799",133,3,251,"1,165",8,"4,799","8,442",21
SD,2021/01/28,1,"2,848","1,679",12,0,33,118,2,"1,679","2,848",1
MN,2021/11/29,1,"9,816","7,754",149,5,350,"1,527",28,"7,754","9,816",25
KS,2020/11/11,1,"8,514","5,371",191,0,210,774,0,"5,321","8,514",18
DC,2021/08/23,1,"3,467","2,587",17,5,33,113,14,"2,587","3,467",0
PA,2020/03/07,1,71,33,,,,,,33,71,0
HI,2021/09/06,1,"2,437","1,868",43,0,87,430,9,"1,868","2,437",3
LA,2020/10/23,1,"14,022","9,406",63,1,176,"1,131",1,"9,406","14,022",14
DC,2020/04/28,1,"2,089","1,399",,,,,,"1,375","1,952",6
FL,2020/10/28,1,"67,308","45,598",513,8,588,"2,529",31,"45,598","67,234",199
NM,2021/08/29,1,"4,264","3,085",57,0,152,442,5,"3,085","4,264",10
AK,2020/11/11,1,"1,613","1,050",15,0,16,101,5,"1,050","1,613",1
DE,2020/05/20,1,"2,812","1,814",,,,,,"1,814","2,778",2
WI,2020/11/24,1,"13,665","9,015",476,6,460,"2,106",15,"9,015","13,377",33
ME,2021/07/28,1,"3,335","2,448",10,1,17,51,2,"2,448","3,335",2
NC,2020/06/10,1,"22,744","19,359",,,,,,"19,359","22,441",2
DC,2020/06/01,1,"2,901","2,018",,,,,,"2,018","2,764",3
NC,2020/02/23,1,72,49,,,,,,49,72,0
GA,2022/02/04,1,"23,268","19,677",444,32,831,"4,088",108,"19,677","23,268",41
HI,2020/07/28,1,"1,752","1,701",11,0,15,46,0,"1,093","1,752",0
NM,2021/12/23,1,"4,379","3,279",71,4,194,598,12,"3,279","4,379",16
KS,2020/10/13,1,"8,329","5,218",67,0,114,375,6,"5,112","8,304",6
DC,2021/09/16,1,"3,459","2,865",16,0,24,113,16,"2,865","3,459",1
NY,2020/08/06,1,"39,737","29,391",84,2,120,635,18,"27,524","39,587",14
OK,2020/09/30,1,"10,173","6,722",130,2,227,586,7,"6,722","10,173",13
TX,2021/02/20,1,"69,878","50,201",801,16,"2,281","7,154",97,"50,201","69,878",156
KS,2021/03/23,1,"8,294","4,602",24,1,41,166,1,"4,602","8,294",2
ME,2021/08/13,1,"3,292","2,432",9,0,35,68,1,"2,432","3,292",0
AL,2021/12/09,1,"15,283","12,051",42,5,105,351,5,"12,051","15,283",7
MS,2021/01/15,1,"8,737","5,769",129,4,286,"1,147",8,"5,769","8,737",38
KS,2020/08/01,1,"7,082","4,236",38,0,77,343,6,"4,022","7,082",5
NH,2021/12/14,1,"2,831","2,322",61,0,109,465,1,"2,322","2,831",5
MO,2021/08/15,1,"16,752","13,607",239,6,688,"2,139",46,"13,607","16,752",34
MN,2020/06/30,1,"12,523","7,249",,,,,,"7,247","12,260",3
NC,2020/06/07,1,"22,127","18,049",,,,,,"18,049","21,816",2
WV,2020/02/01,1,32,29,,,,,,29,32,0
GA,2021/01/24,1,"23,485","18,619",599,9,"1,255","5,244",44,"18,619","23,485",75
IL,2020/04/09,1,"29,590","15,634",,,,,,"15,634","25,479",59
NY,2020/03/29,1,"4,995","3,503",,,,,,"3,503","4,975",37
VI,2021/01/30,1,168,95,0,0,1,3,0,95,168,0
IA,2020/08/05,1,"8,370","5,099",32,1,74,235,2,"5,099","8,370",5
CO,2020/10/02,1,"10,959","7,519",34,1,75,213,6,"7,508","10,959",1
AK,2020/05/19,1,"1,656",833,,,0,,,833,"1,656",0
ID,2020/09/19,1,"3,954","2,035",11,0,42,122,1,"1,881","3,914",3
NJ,2020/06/16,1,"17,071","11,361",,,,,,"11,361","16,364",4
DC,2022/01/27,1,"3,382","2,686",29,6,76,486,28,"2,686","3,382",4
AK,2020/10/15,1,"1,558",928,11,0,15,50,1,928,"1,558",3
NE,2022/01/19,1,"4,547","3,483",101,4,165,700,28,"3,483","4,547",8
OK,2021/05/11,1,"9,940","6,271",34,3,47,145,27,"6,271","9,940",2
MO,2021/05/30,1,"16,593","12,677",48,1,149,446,13,"12,677","16,593",10
LA,2021/11/28,1,"12,392","8,361",23,0,85,273,6,"8,361","12,392",2
MA,2021/09/20,1,"17,094","14,074",60,1,170,478,4,"14,074","17,094",6
WV,2020/09/11,1,"6,871","4,659",8,0,60,149,0,"4,659","6,871",4
OH,2021/09/19,1,"31,486","23,468",428,27,980,"3,456",98,"23,468","31,486",55
MT,2021/10/16,1,"3,037","2,263",93,1,116,456,2,"2,263","3,037",14
TN,2021/08/06,1,"20,029","13,281",247,3,471,"1,614",28,"13,281","19,467",16
NH,2020/08/20,1,"3,272","2,212",32,0,5,15,0,"2,212","3,272",1
LA,2020/05/17,1,"7,153","4,449",20,,,484,,"4,449","6,929",15
AZ,2021/03/31,1,"17,200","11,846",65,1,72,371,11,"11,846","17,200",8
CA,2021/03/05,1,"64,189","48,317",431,14,"1,161","3,986",66,"48,317","64,189",75
MT,2021/03/18,1,"3,197","2,050",7,0,11,45,0,"2,050","3,197",1
HI,2021/11/27,1,"2,595","1,836",6,0,11,45,0,"1,836","2,595",0
NJ,2021/01/18,1,"21,577","14,880",343,1,621,"3,367",11,"14,880","21,577",45
CO,2021/11/24,1,"11,930","8,706",245,7,521,"1,465",27,"8,706","11,930",22
NE,2021/09/05,1,"4,270","2,863",31,1,96,357,11,"2,863","4,270",5
CT,2021/03/15,1,"7,845","5,757",42,4,85,402,7,"5,757","7,845",5
PR,2021/02/15,1,"9,388","5,301",11,3,44,154,3,"5,301","9,388",3
ME,2020/10/19,1,"3,198","2,064",0,0,1,10,0,"2,056","3,198",0
NV,2020/09/23,1,"8,452","5,969",48,0,133,392,1,"5,969","8,452",6
VI,2021/10/01,1,168,87,2,0,3,10,0,87,168,0
UT,2022/01/28,1,"6,256","3,878",143,19,178,753,3,"3,878","6,256",1
CA,2020/10/18,1,"63,898","44,189",314,6,672,"2,269",23,"44,189","63,898",26
WV,2021/07/24,1,"6,367","4,626",14,2,44,107,3,"4,626","6,367",0
RI,2021/05/27,1,"2,612","2,415",6,0,14,74,2,"2,415","2,612",2
AR,2021/11/10,1,"9,414","7,120",47,2,121,310,5,"7,120","9,414",3
NC,2020/08/16,1,"20,992","17,513",82,1,303,812,8,"17,282","20,992",24
TN,2021/02/28,1,"20,193","12,701",73,2,250,863,12,"12,701","19,482",12
ND,2021/04/19,1,"2,045","1,408",6,0,17,68,0,"1,408","2,045",0
KS,2021/01/25,1,"8,301","4,699",77,1,162,677,5,"4,699","8,301",10
OH,2021/01/28,1,"32,608","23,753",368,7,701,"2,942",42,"23,753","32,608",54
SC,2020/09/20,1,"10,215","7,800",48,0,189,642,1,"7,800","10,215",11
NV,2020/05/07,1,"5,157","3,245",,,,70,,"3,188","4,825",11
IL,2021/03/10,1,"32,221","22,250",137,7,212,906,14,"22,250","32,221",14
MD,2021/01/11,1,"10,572","8,369",204,4,405,"1,747",11,"8,369","10,572",29
WI,2020/12/19,1,"14,071","8,827",301,4,332,"1,362",10,"8,827","14,071",32
AZ,2020/03/14,1,244,50,,,,,,50,50,0
MD,2020/08/29,1,"10,387","7,866",45,0,108,343,3,"7,803","10,387",12
NH,2021/02/09,1,"2,900","2,064",14,0,33,136,0,"2,064","2,900",3
CO,2021/12/27,1,"11,050","7,284",182,10,371,"1,045",18,"7,284","11,050",12
VA,2020/11/09,1,"18,225","12,049",88,10,187,830,8,"12,049","18,225",5
IA,2021/08/31,1,"7,802","5,288",77,2,145,537,10,"5,288","7,802",10
IL,2021/04/21,1,"32,037","23,200",269,3,459,"1,927",17,"23,200","32,037",24
GA,2021/07/31,1,"22,926","17,830",429,11,587,"2,164",36,"17,830","22,926",13
VT,2020/05/22,1,"1,259",736,,,,,,736,"1,215",1
ID,2021/09/16,1,"3,768","2,626",96,4,192,734,7,"2,626","3,768",10
WY,2021/02/23,1,"1,632",694,3,1,7,22,1,694,"1,632",0
SC,2020/12/08,1,"9,502","7,804",160,1,250,"1,038",3,"7,804","9,502",15
LA,2021/02/07,1,"14,060","9,172",120,3,304,"1,147",8,"9,172","14,060",9
NC,2022/02/05,1,"23,426","18,787",417,17,714,"4,048",95,"18,787","23,426",61
WV,2020/07/22,1,"5,637","4,308",17,0,34,76,1,"4,168","5,637",0
AK,2020/10/29,1,"1,501",973,11,0,19,71,1,973,"1,501",0
FL,2021/08/17,1,"56,478","49,176","2,296",64,"3,673","16,650",194,"49,176","56,478",239
WV,2021/03/02,1,"5,994","4,499",19,0,63,207,4,"4,499","5,994",4
VA,2021/09/23,1,"18,460","14,242",204,12,485,"1,855",22,"14,242","18,460",40
SD,2021/05/21,1,"2,831","1,658",4,0,13,38,1,"1,658","2,831",0
MA,2021/08/03,1,"17,571","14,695",48,0,59,199,1,"14,695","17,571",2
ND,2020/07/12,1,"2,588","1,455",,,,,,"1,455","2,561",0
VI,2021/05/04,1,168,79,0,0,2,3,0,79,168,0
VA,2020/11/21,1,"19,190","12,745",135,2,298,"1,096",6,"12,745","19,190",11
RI,2020/12/28,1,"2,560","2,265",19,0,56,389,5,"2,265","2,560",8
FL,2020/03/12,1,38,10,,,,,,10,38,0
PR,2020/03/14,1,213,120,,,,,,120,213,0
WY,2020/07/08,1,"1,054",531,,,,,,531,"1,013",1
IN,2020/02/22,1,30,9,,,,,,9,30,0
NY,2020/06/08,1,"35,042","22,445",0,0,0,3,0,"22,445","33,729",22
MO,2021/08/01,1,"16,938","13,719",220,3,630,"1,876",39,"13,719","16,938",28
MS,2021/03/27,1,"8,626","5,447",18,0,70,233,6,"5,447","8,626",3
NM,2020/07/11,1,"2,059","1,249",,,,,,"1,249","1,939",2
PR,2021/04/25,1,"9,442","5,648",59,3,78,467,21,"5,648","9,442",3
ME,2021/06/04,1,"3,332","2,363",5,0,30,70,0,"2,363","3,332",3
NH,2021/10/10,1,"2,981","2,225",13,0,49,139,0,"2,225","2,981",0
GA,2020/08/21,1,"14,630","12,088",238,7,553,"1,683",20,"11,978","14,580",26
ID,2021/01/29,1,"3,721","2,251",26,0,60,215,3,"2,251","3,721",4
ID,2022/02/09,1,"3,068","2,212",83,1,121,512,22,"2,212","3,068",4
NM,2020/07/30,1,"1,520","1,507",17,0,29,83,0,"1,026","1,520",0
WV,2022/01/30,1,"5,550","4,589",113,9,221,"1,174",29,"4,589","5,550",0
NH,2020/10/24,1,"3,248","2,189",2,0,9,22,0,"2,189","3,248",0
NV,2021/09/29,1,"8,554","6,883",100,3,219,866,25,"6,883","8,554",19
WY,2021/12/26,1,"1,743",705,8,0,27,63,0,705,"1,743",0
AR,2020/08/06,1,"7,963","5,562",67,0,280,429,15,"5,543","7,963",6
MT,2021/07/28,1,"3,154","2,146",24,0,25,101,1,"2,146","3,154",0
NC,2020/05/21,1,"22,157","18,657",,,,,,"18,657","21,839",3
IA,2020/10/05,1,"8,224","4,973",59,1,103,409,4,"4,973","8,224",4
HI,2021/08/19,1,"2,635","1,971",55,1,70,339,2,"1,971","2,635",2
VT,2020/05/15,1,"1,266",663,,,,,,663,"1,213",0
OH,2020/09/29,1,"30,095","21,176",102,3,185,675,31,"21,176","29,621",7
TN,2021/06/22,1,"20,043","13,612",15,0,86,227,5,"13,612","19,471",3
NJ,2021/08/20,1,"24,600","17,281",133,5,157,859,8,"17,281","24,600",13
NE,2022/02/07,1,"4,257","3,161",44,2,112,568,18,"3,161","4,257",5
MI,2020/07/08,1,"21,417","15,329",0,0,0,0,0,"15,329","21,139",2
MI,2021/01/03,1,"23,042","16,254",255,5,567,"2,349",16,"16,254","23,042",31
WI,2021/02/21,1,"13,804","7,823",56,0,104,374,8,"7,823","13,620",2
RI,2022/01/19,1,"2,344","2,040",60,3,49,481,13,"2,040","2,344",0
GA,2021/01/21,1,"23,510","19,480",844,5,"1,331","5,639",56,"19,480","23,510",93
WY,2021/10/02,1,"1,749",873,22,1,68,208,3,873,"1,749",6
VT,2021/08/05,1,"1,264",919,1,0,7,12,0,919,"1,264",0
MN,2021/11/23,1,"9,991","8,163",167,8,330,"1,406",30,"8,163","9,991",16
TN,2022/01/04,1,"18,532","13,539",334,17,519,"2,120",66,"13,539","18,532",25
AZ,2020/08/08,1,"9,714","9,561",118,2,493,"1,335",15,"8,008","9,714",32
KS,2021/04/03,1,"8,841","4,837",27,2,39,153,2,"4,837","8,841",1
SD,2021/09/25,1,"2,871","1,727",21,0,59,181,2,"1,727","2,871",9
MT,2021/12/24,1,"3,009","1,957",24,1,48,114,2,"1,957","3,009",4
OK,2021/09/13,1,"9,486","6,920",279,9,417,"1,426",47,"6,920","9,486",28
KY,2021/12/24,1,"11,099","8,065",176,0,317,"1,094",6,"8,065","11,099",20
ME,2020/03/31,1,"1,361",689,,,,,,689,"1,361",0
MA,2021/02/27,1,"19,377","15,547",103,4,178,632,14,"15,547","19,377",13
MT,2020/03/31,1,883,427,,,,,,427,883,34
VA,2020/07/08,1,"13,516","9,089",,,,,,"8,957","12,699",1
SD,2021/10/15,1,"2,833","1,730",23,0,53,176,1,"1,730","2,833",1
MO,2021/01/29,1,"17,522","13,673",145,4,418,"1,474",31,"13,673","17,522",25
IL,2020/02/28,1,36,16,,,,,,16,36,0
KS,2021/11/11,1,"8,539","5,574",64,2,111,396,6,"5,574","8,539",3
SC,2021/04/10,1,"11,505","8,300",61,0,122,459,7,"8,300","11,505",9
DC,2020/11/30,1,"3,598","2,771",21,2,42,180,8,"2,771","3,598",2
OR,2020/08/04,1,"4,081","3,761",13,0,34,137,1,"2,859","4,081",466
MN,2020/05/06,1,"12,638","5,803",,,,,,"5,803","12,310",10
IN,2020/10/28,1,"18,560","12,514",159,3,390,"1,279",4,"12,514","18,560",14
PR,2020/12/30,1,"9,441","4,781",46,1,71,354,3,"4,781","9,441",9
VI,2021/12/11,1,168,94,0,0,0,2,0,94,168,0
WY,2021/12/30,1,"1,743",857,10,1,24,66,1,857,"1,743",3
NV,2021/05/08,1,"8,838","6,160",30,0,82,317,0,"6,160","8,838",4
NH,2020/12/05,1,"3,118","2,179",33,0,37,158,1,"2,179","3,118",0
TN,2021/05/11,1,"20,078","13,397",77,0,261,710,9,"13,397","19,505",18
PR,2021/12/08,1,"9,260","5,520",1,0,2,25,2,"5,520","9,260",0
KS,2021/03/08,1,"8,311","4,566",25,2,48,215,2,"4,566","8,311",2
IL,2020/07/06,1,"23,116","15,460",,,,,,"14,418","22,716",7
ID,2020/12/10,1,"3,726","2,284",52,0,110,438,4,"2,284","3,726",6
IL,2021/12/06,1,"28,921","20,989",383,3,582,"2,671",28,"20,989","28,921",26
UT,2021/07/09,1,"6,260","3,890",44,0,100,225,1,"3,890","6,260",1
MN,2020/08/14,1,"11,329","7,861",35,1,85,243,6,"7,851","11,329",3
OR,2020/06/24,1,"6,274","3,754",,,,,,"3,754","5,889",0
PA,2021/12/05,1,"31,266","26,183",455,16,909,"4,114",56,"26,183","31,266",72
WI,2020/07/09,1,"12,299","8,320",,,,,,"8,141","12,051",2
AK,2020/04/11,1,"1,574",723,,,,,,723,"1,574",1
PR,2021/04/10,1,"9,516","5,825",31,5,58,305,20,"5,825","9,516",4
NE,2022/01/24,1,"4,189","3,083",74,3,143,722,28,"3,083","4,189",4
NY,2021/09/27,1,"45,325","35,651",227,6,579,"2,345",32,"35,651","45,325",25
IL,2020/05/23,1,"27,429","16,017",,,,,,"16,017","26,931",45
NV,2020/02/03,1,85,19,,,,,,19,85,0
AK,2021/04/07,1,"1,677","1,006",10,0,15,36,1,"1,006","1,677",1
MT,2020/02/14,1,36,20,,,,,,20,36,0
UT,2021/03/11,1,"6,195","3,759",32,0,61,179,0,"3,759","6,195",1
KY,2021/04/13,1,"13,000","7,724",128,0,109,364,4,"7,724","13,000",15
OK,2020/04/09,1,"7,950","3,856",,,,37,,"3,856","7,809",1
IN,2020/12/30,1,"18,798","12,518",338,6,656,"2,507",7,"12,518","18,798",68
DC,2021/04/11,1,"3,406","2,521",13,0,40,139,3,"2,521","3,406",0
CA,2020/04/18,1,"38,519","17,234",,,,"1,509",,"16,362","31,683",347
ME,2020/11/18,1,"3,252","2,299",18,0,41,92,1,"2,299","3,252",1
AR,2021/08/26,1,"9,570","7,099",162,5,469,"1,247",16,"7,099","9,570",20
UT,2020/12/04,1,"6,200","3,803",94,6,202,586,3,"3,803","6,200",1
CO,2021/08/03,1,"10,914","7,579",88,3,157,363,10,"7,579","10,914",3
CO,2021/09/13,1,"11,179","7,671",123,4,363,909,17,"7,671","11,179",8
TN,2020/06/06,1,"20,940","12,663",,,,,,"12,663","20,454",2
VT,2021/05/11,1,"1,296",863,6,0,4,14,1,863,"1,296",0
SC,2021/06/25,1,"10,667","8,123",14,0,31,107,0,"8,123","10,667",2
UT,2021/02/07,1,"6,218","3,460",32,0,115,305,0,"3,460","6,218",3
TX,2020/01/18,1,779,27,,,,,,27,53,0
LA,2020/04/21,1,"9,131","5,181",48,,,662,,"5,168","8,723",29
DC,2021/05/01,1,"3,474","2,627",12,0,35,121,2,"2,627","3,474",0
VI,2021/03/29,1,168,81,0,0,4,5,0,81,168,0
WI,2021/04/01,1,"13,473","8,643",56,2,69,262,3,"8,643","13,473",2
VT,2021/04/13,1,"1,305",859,7,0,6,31,0,859,"1,305",0
IL,2020/10/26,1,"30,373","19,685",295,3,526,"2,172",17,"19,301","30,373",22
MD,2021/12/04,1,"11,724","9,966",115,3,169,815,15,"9,966","11,724",8
OR,2020/09/14,1,"7,705","4,433",9,1,32,101,1,"4,416","7,705",1
KY,2020/07/18,1,"12,185","7,589",40,0,6,20,0,"7,589","12,185",2
GA,2021/06/14,1,"20,944","15,495",58,7,111,388,17,"15,495","20,944",4
ND,2020/09/29,1,"2,376","1,629",35,0,27,174,3,"1,629","2,376",2
NV,2020/02/02,1,85,23,,,,,,23,85,0
SD,2020/10/25,1,"2,774","1,762",50,2,83,366,5,"1,762","2,774",0
SD,2021/08/01,1,"2,859","1,546",6,0,11,34,0,"1,546","2,859",0
PR,2020/05/03,1,"1,618","1,703",,,,,,583,"1,430",0
SD,2020/04/03,1,552,116,,,,,,116,483,1
HI,2020/07/15,1,"1,470","1,833",4,0,4,20,0,"1,145","1,470",0
KS,2021/06/22,1,"8,467","5,133",21,1,44,138,2,"5,133","8,467",0
MN,2021/04/08,1,"10,192","7,986",98,3,135,599,9,"7,986","10,192",4
MO,2020/09/23,1,"19,849","13,215",121,6,316,870,14,"13,152","19,849",13
OR,2020/07/18,1,"3,684","2,497",13,0,34,124,1,"2,487","3,636",1
LA,2020/08/18,1,"14,306","9,700",158,0,400,"1,451",6,"9,700","14,306",19
ND,2021/10/24,1,"2,260","1,662",14,2,54,198,2,"1,662","2,260",6
NV,2022/01/12,1,"8,533","7,065",192,9,244,"1,586",30,"7,065","8,533",29
DE,2021/07/26,1,"2,820","2,047",0,0,5,28,2,"2,047","2,820",1
PR,2021/06/04,1,"9,140","5,585",7,0,18,76,5,"5,585","9,140",1
DC,2021/03/15,1,"3,465","2,625",24,1,36,181,8,"2,625","3,465",3
MN,2020/10/26,1,"11,387","7,475",95,1,171,670,13,"7,475","11,387",8
ME,2020/07/21,1,"2,518","1,567",3,0,9,13,0,"1,488","2,518",0
UT,2020/08/03,1,"5,289","2,918",14,2,75,182,17,"2,853","5,289",0
OR,2021/12/02,1,"7,060","5,716",36,1,94,424,3,"5,716","7,060",8
IA,2021/04/03,1,"8,059","4,724",32,0,44,196,4,"4,724","8,059",0
OH,2021/12/30,1,"31,119","24,674",869,39,"1,250","5,481",139,"24,674","31,119",82
WI,2021/04/05,1,"12,691","7,263",60,2,81,273,2,"7,263","12,503",0
